anonymous,author_shopid,author_username,cat_id,cmtid,comment,count_rating_with_image,count_with_context,ctime,editable,item_id,mtime,orderid,product_title,rating,rating_count0,rating_count1,rating_count2,rating_count3,rating_count4,rating_count5,rating_star,shop_id,userid,fakeornot
FALSE,149889187,dennyhana,2160,1995662659,Saya rubah penilaian saya untuk seller ini.Baru beli sekitar 1minggu udh ga bisa dipakai lagi akunnya. saya dibohongi mentah2 sama seller ini.Klo mau dagang jasa itu yg jujur gan.. jgn pakai cara seperti pecundang. Saya dijanji2kan akan dikasih akun pengganti. Tapi sampai sekarang hanya ZONKK. FUCK.,57,210,1580039579,2,845101022,1582126838,,"[TRUSTED]NETFLIX PREMIUM, 4K 4 Devices - Bukan Shared, Resmi dan Legal",-1,495,15,4,5,12,459,1,52886923,149891011,original
FALSE,7693424,pauljo,2160,2006866535,"Udah delete app netflix, udah clear cache, udah restart hp. Download ulang app netflix, udah pake VPN. Sama juga boong.",57,210,1580452842,0,845101022,1580452842,,"[TRUSTED]NETFLIX PREMIUM, 4K 4 Devices - Bukan Shared, Resmi dan Legal",-1,495,15,4,5,12,459,1,52886923,7694716,original
FALSE,27678435,egaga2,2160,2292731738,"Bagi yg mau beli disini cb jgn kejebak sm deskripsi di foto yg menjelaskan akun anti on-hold, ini akun trial ternyata yg dijual jd jelas bakal ke hold, device saya jg blm pernah langganan netflix tp ke hold, thanks ini sebagai pembelajaran buat saya",6,11,1587722083,2,4418176132,1587722283,,NETFLIXX - PREMIUM PRIVATE 1 Bulan Ultra HD Pro Premium Android IOS (Baca Deskripsi!),-1,34,2,0,0,0,32,1,51226197,27679819,original
FALSE,11568433,ynnec,2160,2381001151,"Prosesnya lama sekali, berhari2. Bahkan lewat dari tanggal limit dari Shopee. Tapi seller bertanggung jawab dan sudah mengirimkan akun nordvpn nya. Seller jg minta maaf krn baru bisa online. Ga apa2, semoga next time ngga spt ini lagi yaa. Terima kasih seller.",364,463,1589343033,1,7314470026,1589343033,,"Nord VPN Premium 3 Years Bypass Netflix, Indihome, Telkomsel Warranty",1,1116,33,8,12,26,1037,4,157852268,11569734,original
TRUE,17199875,h*****a,2160,2242608029,"User tidak bisa digunakan, respon chat lama sekali begitu pun dengan pengemasanya, untung ga beli yg mahal",364,463,1586617749,0,7314470026,1586617749,,"Nord VPN Premium 3 Years Bypass Netflix, Indihome, Telkomsel Warranty",0,1116,33,8,12,26,1037,2,157852268,17201211,original
FALSE,223208929,anns97,2160,2281653423,nyari netflix terpercaya ya disini puas untuk pelayanannya maju trus ya,14,16,1587493145,0,7721416130,1587493145,,Akun Netflix Premium Sharing Private 1 Bulan 6 Bulan 12 Bulan 1 Tahun Original Garansi Resmi Legal,1,17,0,0,0,0,17,5,26447023,223213184,original
FALSE,3614449,dhevy___,2160,2259237352,"Payah sih, akun pertama yg di kirim udah invalid pasword.. trus diganti 2hari kemudian. Pas udah bisa log in di smart tv, mau nonton jg di hp malah invalid lgi pasword nya. Seller jg balas chat lama. Ujung2nya bilang gada garansi utk invalid pasword. ",57,210,1587012273,2,845101022,1587030060,,"[TRUSTED]NETFLIX PREMIUM, 4K 4 Devices - Bukan Shared, Resmi dan Legal",-1,495,15,4,5,12,459,1,52886923,3615821,original
FALSE,116412434,fathanhann,2160,2285922436,"Ga rekomen 1minggu abis, make personal di hp doang, udh clear segala cache, uninstall sama aja.",57,210,1587577628,0,845101022,1587577628,,"[TRUSTED]NETFLIX PREMIUM, 4K 4 Devices - Bukan Shared, Resmi dan Legal",-1,495,15,4,5,12,459,1,52886923,116414258,original
FALSE,29841727,nellazakyatulfikkyah,2160,2319371884,"Pembelian ke-2, walaupun pembelian pertama 1 bln kurang 10 hari. Teknisnya gak dibikin ribet",6,11,1588261349,1,4418176132,1588261349,,NETFLIXX - PREMIUM PRIVATE 1 Bulan Ultra HD Pro Premium Android IOS (Baca Deskripsi!),1,34,2,0,0,0,32,5,51226197,29843112,original
FALSE,55326973,riokharisma,2160,2356270891,"Mantap bisa streaming netflix ditengah psbb ini. Semoga corona segera berakhir. Terimakasih admin yg baik, semoga selalu responsif yaa",114,242,1588931691,1,5515451981,1588931691,,NETFLIX LIFETIME PREMIUM ACCOUNT UHD 4K BERGARANSI HANYA SEKALI BAYAR,1,461,2,0,0,0,459,5,127450689,55328397,original
FALSE,41888090,khansahnvt,2160,1414417324,"Bagus dan sejauh ini (6 jam pemakaian dari log in) aman aman aja, 100% worked, sangat di rekomendasikan kepada siapapun yang mau beli ini, thanks minn",21,26,1564130150,0,2135928605,1564130150,,Netflix Private Murah. Premium 1 bulan. Bisa untuk 4 devices sekaligus.,1,87,1,0,2,3,81,5,20083915,41889477,original
FALSE,76257355,sarahkylaa,42,2462680086,Day 1 ok nih. Thankyou,7,13,1590763190,1,6725240674,1590763190,,Netflix Premium Privat Akun Full garansi Legal Payment,1,23,0,0,0,0,23,5,17841161,76258827,original
TRUE,17591680,a*****n,2160,2438762550,"Subs nya Annual jadi aman, semoga aja ga kedeteksi jadi ga ada masalah

Semoga garansi benar dibantu

APK mesti download dr Playstore US, APK luaran rata2 ampas pasti crash, nonton di Web bisa pake Every Proxy buat Tether VPN dari HP dan NO ROOT",25,34,1590225812,1,4915521963,1590225812,,Disney plus autorenewel 1 Bulan Premium,1,98,0,0,1,0,97,5,22319217,17593016,original
FALSE,67823954,tikasepsa,2160,2327835194,"Meskipun waktu pertama gabisa login karna pasword salah tapi seller merespond dan memberi password baru. Semoga nanti kalau sampai ada error seller masih mau merespond lagi karna bakal jadi langganan . Anw, thanks!",24,58,1588428848,1,4316980397,1588428848,,NETFLIX PREMIUM RESMI ANTI ON HOLD 53 HARI  NETFLIX BERGARANSI (Bukan Trial),1,139,0,0,0,5,134,5,56262981,67825411,original
FALSE,123596558,mrvnleonrdo,2160,2341372847,sejauh ini blom ada problem ,16,31,1588692164,1,2303623369,1588692164,,Netflix  1 Tahun Bergaransi ( Semi Private ),1,71,0,0,0,0,71,5,88870564,123598382,original
FALSE,117218879,lacuito,2160,2306276155,"Pembelian ke3 selalu puas dalam sebulan, recommended seller and product, tinggal pake buat 1 tahun deh.",16,31,1588040441,0,2303623369,1588040441,,Netflix  1 Tahun Bergaransi ( Semi Private ),1,71,0,0,0,0,71,5,88870564,117220703,original
FALSE,36425398,achiesaurus,3176,1494231889,Bulan 1 lancar aksesnya. Semoga bulan selanjutnya lantjar djaya juga. 👍,30,85,1566739325,0,896272444,1566739325,,[TRUSTED]NETFLIX PAKET 1 TAHUN PREMIUM 100% aman dan ,1,247,3,0,0,4,293,5,52886923,36426782,original
FALSE,149792766,nizartegar,3530,2463434315,"Pemesanan kedua. Bulan pertama aman lancar tanpa ada kendala sama sekali. Seller fast respon dan baik. Pertahankan kualitas pelayanan ramahnya gan. Semoga konsisten, sukses. Thanks.",57,214,1590794610,1,2373540050,1590794610,,(1BULAN = 29K) NETFLIX PREMIUM ULTRA HD 4K ANTI ONHOLD 1 BULAN RESMI BERGARANSI TERMURAH,1,829,3,0,0,28,770,5,59508259,149794590,original
FALSE,153074375,raihan.mf,3530,2391633492,"Adminnya fast resp, dilayani dengan ramah dan ga ngancem blok klo ga di review WKWKWKWK, definitely bakal perpanjang bulan depan 👌 recommended seller.",57,214,1589469468,1,2373540050,1589469468,,(1BULAN = 29K) NETFLIX PREMIUM ULTRA HD 4K ANTI ONHOLD 1 BULAN RESMI BERGARANSI TERMURAH,1,829,3,0,0,28,770,5,59508259,153076248,original
FALSE,199142393,ayasehamasaki,3960,2398772567,Makasiiii banyak! Udah beberapa hari ini nonton lancar2 aja. Proses mudah dan adminnya helpful sekali.🙂🙂🙂,47,56,1589591903,1,7229496558,1589591903,,Netflix Premium Anti On Hold 30,1,257,0,0,2,8,148,5,136191258,199145493,original
TRUE,251977119,a*****i,3259,2338305543,"Agak lama, tp gpp maklum namanya jg murah heheheheheheheheh",60,91,1588656470,1,7314874186,1588656470,,Nord VPN 3 Tahun - Bergaransi - Termurah - Bypass Netflix - VPN Netflix - VPN Indihome/Telk,1,443,2,4,0,12,593,5,15168157,251977635,original
